epoch,stats_g/mean,stats_g/std,stats_o/mean,stats_o/std,test/episode,test/mean_Q,test/success_rate,train/episode,train/success_rate
134,0.8393987,0.080823086,0.20163783,0.07259666,1350.0,-24.45758,0.3,6750.0,0.1
135,0.839282,0.08079329,0.20161861,0.07282428,1360.0,-19.156773,0.2,6800.0,0.12
136,0.8392575,0.08080735,0.20164014,0.07302581,1370.0,-25.473581,0.1,6850.0,0.08
137,0.8392466,0.08089525,0.20160837,0.07310453,1380.0,-30.109493,0.0,6900.0,0.1
138,0.8393505,0.08098865,0.20167202,0.0732387,1390.0,-26.958872,0.1,6950.0,0.08
139,0.8393376,0.08093045,0.20167738,0.07320793,1400.0,-18.381313,0.1,7000.0,0.12
140,0.839341,0.080983765,0.20170118,0.07340252,1410.0,-25.859158,0.2,7050.0,0.08
141,0.83933693,0.08094453,0.20169882,0.0734987,1420.0,-36.798325,0.0,7100.0,0.08
142,0.8393313,0.08108281,0.20172483,0.07370457,1430.0,-30.703318,0.1,7150.0,0.06
143,0.83930475,0.081048794,0.20169789,0.07397689,1440.0,-26.947556,0.2,7200.0,0.16
144,0.8393255,0.08103626,0.20168817,0.07414481,1450.0,-29.632986,0.0,7250.0,0.1
145,0.839323,0.080981515,0.20171744,0.07427925,1460.0,-26.380787,0.0,7300.0,0.12
146,0.8393081,0.08136315,0.20172009,0.07449486,1470.0,-31.81979,0.1,7350.0,0.18
147,0.83930284,0.081326775,0.20171466,0.074559115,1480.0,-32.90645,0.1,7400.0,0.14
148,0.8392258,0.08129456,0.20169659,0.0746802,1490.0,-21.820034,0.1,7450.0,0.1
149,0.8391308,0.08139495,0.20166883,0.07489871,1500.0,-26.451752,0.1,7500.0,0.12
150,0.83912235,0.08136129,0.20164552,0.074879535,1510.0,-26.399714,0.2,7550.0,0.1
151,0.83912975,0.081298456,0.20164928,0.074840076,1520.0,-28.437092,0.0,7600.0,0.1
152,0.839135,0.081322335,0.20163164,0.074888095,1530.0,-29.503046,0.0,7650.0,0.22
153,0.839127,0.081302404,0.20163319,0.0748836,1540.0,-21.921793,0.3,7700.0,0.14
154,0.83913976,0.08124836,0.20164624,0.074862316,1550.0,-23.508621,0.1,7750.0,0.14
155,0.83911705,0.08127303,0.20163357,0.07486633,1560.0,-25.247751,0.2,7800.0,0.06
156,0.8391134,0.081310116,0.20162806,0.07487783,1570.0,-23.281551,0.0,7850.0,0.12
157,0.83912754,0.0813317,0.20164955,0.07517455,1580.0,-25.192917,0.1,7900.0,0.22
158,0.8391344,0.08144484,0.20165496,0.07518071,1590.0,-20.982489,0.2,7950.0,0.12
159,0.839155,0.08138805,0.20164001,0.07518349,1600.0,-22.053722,0.2,8000.0,0.12
